49.62227494	-8.89964082
-45.99986871	38.09928814
-28.53192546	14.55792147
15.59188217	-37.23644412
-29.51343617	32.66503923
1.154321681	-17.879331
39.59028346	35.46402299
29.31008676	27.8911327
-2.363388179	34.752952
-40.5637867	19.25671398
-32.31590594	29.15826901
20.9690923	-49.69142056
-38.50453526	-8.056682768
-49.99464389	14.06099112
42.08791601	-43.99816531
36.43480234	22.38307121
27.03983517	18.43459106
-23.71894261	44.83798014
48.86908869	44.7443219
39.43195191	1.289692357
12.59153582	43.12390091
42.90150954	26.39743773
-26.2833855	-7.738625135
46.99415968	15.75139804
16.5009606	-19.28268762
22.53970952	-31.91963978
22.81164442	38.31135068
-23.23662998	48.42739944
-7.874447764	11.5293552
27.04177954	42.16088377
-27.70802239	26.24109034
10.13399277	44.31007537
-43.27941368	-41.18409831
-29.56498022	27.2227689
-22.10142568	19.93773716
-33.28957769	49.83011033
-27.90242644	45.23740802
-44.80735336	34.61246757
35.77282545	24.24176386
-29.94526873	-17.67468091
18.58282075	25.84331112
22.48977967	-35.68235474
-15.96442073	-37.35596276
2.978289476	-23.53267476
29.57549236	3.97654023
-33.41820247	40.87167312
-40.1438699	-40.02240989
-27.39175063	-35.97180265
-38.40622152	8.318112024
-32.20781133	-45.11433897
-46.81438756	-23.06945801
33.94827536	-10.44555829
-18.65615736	45.71617475
-11.83642772	39.38732816
-33.56244279	-28.72947276
-15.19372578	43.23544973
6.376917791	43.45499386
-12.1558105	-18.07631241
1.5478989	-0.797084311
-38.99699951	-31.84574858
25.08520086	-9.577389442
-38.59469932	18.1402594
-16.43432543	-7.838494272
-31.74063758	-24.89518565
31.87883455	0.477611069
40.73963948	-6.953303737
-34.98271005	15.86346023
19.24501453	8.804579885
-29.7239982	36.26479063
14.22300494	-33.43799961
-43.13155474	40.64816245
21.68835891	-13.60464863
-18.62720227	-27.61360337
-28.93012941	-48.25817215
1.52558506	-43.93532106
15.16513302	-3.280082437
49.11443275	-13.01039179
1.292537207	-44.67791252
9.536656669	-47.57172134
46.82651235	-1.180992772
-24.23496168	-25.92518844
11.27841068	-42.963393
-8.060763434	20.18023309
22.15881481	-13.40723582
2.693224627	-37.31960108
-46.20250067	17.31326129
35.10520195	26.93473411
40.04153426	-36.10097309
-4.560528266	-20.59667773
18.149023	-30.8507364
44.67365128	-30.95575131
-13.54143737	24.5323066
15.03130993	-15.3554426
-26.4118355	25.58568157
35.24199778	-12.36687506
-4.062879427	39.04965851
27.22062648	-16.02090881
-48.66859741	-21.94805478
40.20241041	16.87766596
25.86779281	26.18610733
23.30847806	-16.11639268
-23.00269517	35.5763381
-0.984958148	-45.5644384
-49.84398184	-34.41392379
-41.07102488	17.76473447
-2.412638279	-15.96592074
-13.76290741	25.26467577
26.24482042	-37.30916464
-26.32121152	-29.41363675
-4.309773177	-30.49708006
-30.63943872	-25.22022999
17.99149718	-30.32665209
4.788427478	38.27556376
-31.91083994	43.00229728
-21.41869491	-47.450352
8.512045948	-47.95531381
41.35243006	-37.6432351
-3.85718323	30.73617919
13.43137132	-12.01189086
48.75146369	17.79406332
-38.34434391	6.620820536
18.33914199	-15.63184416
45.38760831	-11.6366771
-47.25053792	-43.33087355
25.42025015	-35.87847038
-47.92786252	-24.30626407
-41.22939864	47.45055876
9.653786973	-38.67329742
27.32152316	27.43259064
-43.91813795	-21.6368954
43.93675748	32.49638596
9.048928885	-48.85992457
-1.372429024	20.6618659
-16.34233219	-36.14812063
31.45036642	-10.79554137
20.43855537	-7.459121849
-6.547505894	-32.42773116
-48.88541082	0.062307955
-33.28906	-14.60892308
15.10316162	-22.84485966
-14.58207127	-24.03767621
-11.09531782	21.67743068
-43.71318334	28.34428981
40.85643435	-24.91753273
-42.36433382	1.807629105
42.95475385	39.34936155
43.99005691	16.50610764
-40.85201476	-39.96751907
30.00284057	24.60797465
10.52937496	-9.082902037
-34.48910182	11.11779094
22.23134982	-4.432714134
33.56488707	5.833170481
44.2488764	1.297359608
15.97395605	-26.33180784
18.56041154	-41.17757474
20.85103901	3.387318082
-6.723712918	-21.92209547
-42.3497477	13.21917238
5.291603588	-33.63143882
-33.51902971	12.51594432
